ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source
629,Freshworks,SaaS / Software Companies,CRM/Support,San Mateo,CA,5500,$500M-$1B,Support automation AI,$15K-$30K,Chief Technology Officer,www.freshworks.com,4,NASDAQ listed; SMB focus,support@freshworks.com,sales@freshworks.com; careers@freshworks.com,+1-855-747-6767,2097650421; 1.5555555555,scraped
630,Zendesk,SaaS / Software Companies,Customer Support,San Francisco,CA,6000,$1B+,Support automation AI,$20K-$40K,CTO,www.zendesk.com,5,Customer experience platform,ask.philippines@zendesk.com,ask.thailand@zendesk.com; ask.indonesia@zendesk.com; ask.malaysia@zendesk.com,3337943919,446-3105633; 14213562373,scraped
631,Intercom,SaaS / Software Companies,Customer Messaging,San Francisco,CA,700,$200M-$500M,Chatbot AI,$10K-$25K,Chief Technology Officer,www.intercom.com,4,Fin AI chatbot,press@intercom.com,u003eexample@yourdomain.com,1476731162,8050268173; 794-1214295,scraped
632,Gong,SaaS / Software Companies,Revenue Intelligence,San Francisco,CA,1200,$200M-$500M,Sales coaching AI,$15K-$30K,CTO,www.gong.io,4,Revenue intelligence platform,sales@gong.io,,5013390132,1072-9391954; 2222170418,scraped
633,Clari,SaaS / Software Companies,Revenue Operations,Sunnyvale,CA,700,$100M-$200M,Revenue prediction AI,$10K-$25K,Chief Technology Officer,www.clari.com,3,RevOps platform,sales@clari.com,hello@clari.com,1439187164,2851022456; 2284150856,scraped
634,Drift (Salesloft),SaaS / Software Companies,Conversational Sales,Boston,MA,500,$100M-$200M,Chatbot AI,$8K-$20K,CTO,www.salesloft.com,3,Now part of Salesloft,info@salesloft.com,contact@salesloft.com,4370856825,+1-770-756-8022; 9247375408,pattern
635,Outreach,SaaS / Software Companies,Sales Engagement,Seattle,WA,1000,$200M-$500M,Sales automation AI,$10K-$25K,Chief Technology Officer,www.outreach.io,4,Sales engagement leader,hr@outreach.io,pr@outreach.io; security@outreach.io; u003ehr@outreach.io,3334331220,13891680803; 1752615558,scraped
636,6sense,SaaS / Software Companies,ABM Platform,San Francisco,CA,1200,$200M-$500M,Intent prediction AI,$10K-$25K,CTO,www.6sense.com,4,Account-based marketing AI,info@6sense.com,contact@6sense.com,1772480093,2085662554; 17593386808,pattern
637,ZoomInfo,SaaS / Software Companies,Sales Intelligence,Vancouver,WA,3500,$1B+,Lead scoring AI,$15K-$30K,Chief Technology Officer,www.zoominfo.com,5,NASDAQ listed; data platform,info@zoominfo.com,contact@zoominfo.com,2497051668,+18669049666; 866.904.9666,pattern
638,Terminus,SaaS / Software Companies,ABM,Atlanta,GA,300,$25M-$50M,Customer engagement AI,$5K-$15K,CTO,www.terminus.com,3,Account-based marketing,info@terminus.com,contact@terminus.com,9999999999,1772455080; 1770293096,pattern
639,Drata,SaaS / Software Companies,Compliance,San Diego,CA,500,$100M-$200M,Compliance automation AI,$10K-$20K,Chief Technology Officer,www.drata.com,4,Compliance automation platform,getstarted@drata.com,media@drata.com; support@drata.com; partnerships@drata.com,17497431755,17496721957; 17496722848,scraped
640,Statsig,SaaS / Software Companies,Experimentation,Bellevue,WA,200,$50M-$100M,A/B testing AI,$8K-$15K,CTO,www.statsig.com,3,$6B valuation; fastest growing,info@statsig.com,contact@statsig.com,2251789325,2292742624; 2210461263,pattern
641,Coursera,Education / EdTech,Online Learning,Mountain View,CA,1500,$500M-$1B,Student engagement AI,$15K-$30K,Chief Technology Officer,www.coursera.org,4,NYSE listed; 183M learners,info@coursera.org,contact@coursera.org,8234253077,3667376763; 7637523521,pattern
642,Duolingo,Education / EdTech,Language Learning,Pittsburgh,PA,900,$500M-$1B,Enrollment optimization AI,$15K-$30K,CTO,www.duolingo.com,4,NASDAQ listed; 120M+ MAU,info@duolingo.com,contact@duolingo.com,2345364366,1440502568,pattern
643,Instructure (Canvas),Education / EdTech,LMS,Salt Lake City,UT,2000,$500M-$1B,Grading automation AI,$15K-$30K,Chief Product Officer,www.instructure.com,4,3000+ institutions; Canvas LMS,info@instructure.com,,1-800-203-6755,1.801.869.5000; 1.888.213.3894,pattern
644,Khan Academy,Education / EdTech,Online Learning,Mountain View,CA,300,$50M-$100M,Student engagement AI,$8K-$15K,CTO,www.khanacademy.org,3,Free education; Khanmigo AI,info@khanacademy.org,contact@khanacademy.org,,,pattern
645,Chegg,Education / EdTech,Study Help,Santa Clara,CA,1500,$500M-$1B,AI tutoring,$10K-$25K,Chief Technology Officer,www.chegg.com,4,NYSE listed; student support,info@chegg.com,contact@chegg.com,,,pattern
646,Outschool,Education / EdTech,K-12 Online,San Francisco,CA,300,$50M-$100M,Scheduling AI,$5K-$15K,CTO,www.outschool.com,3,Ages 3-18; live online classes,info@outschool.com,contact@outschool.com,12201065313,8791120746,pattern
647,Teachers Pay Teachers,Education / EdTech,Marketplace,New York,NY,200,$25M-$50M,Content recommendation AI,$5K-$15K,VP of Product,www.teacherspayteachers.com,3,Teacher marketplace,info@teacherspayteachers.com,contact@teacherspayteachers.com,3482353626,727733-1734; 1760962892,pattern
648,DreamBox Learning,Education / EdTech,K-12 Math,Bellevue,WA,300,$50M-$100M,Adaptive learning AI,$8K-$15K,Chief Technology Officer,www.dreambox.com,3,AI math learning platform,info@dreambox.com,contact@dreambox.com,1772028539,1772028542; 2026022514,pattern
649,Newsela,Education / EdTech,K-12 Content,New York,NY,500,$50M-$100M,Content personalization AI,$8K-$20K,CTO,www.newsela.com,3,Adaptive reading platform,support@newsela.com,,6643998773,18059521302; 7358490566,scraped
650,Blackboard (Anthology),Education / EdTech,LMS,Boca Raton,FL,4000,$500M-$1B,Student engagement AI,$15K-$30K,Chief Technology Officer,www.anthology.com,4,Higher ed technology suite,info@anthology.com,contact@anthology.com,,,pattern
651,PowerSchool,Education / EdTech,K-12 SIS,Folsom,CA,3000,$500M-$1B,Enrollment AI,$10K-$25K,CTO,www.powerschool.com,4,K-12 education technology,info@powerschool.com,contact@powerschool.com,2817724802,3280006101; 308644-4728,pattern
652,Cengage Group,Education / EdTech,Higher Ed Content,Boston,MA,5000,$1B+,Content generation AI,$15K-$30K,Chief Technology Officer,www.cengage.com,4,Digital learning resources,info@cengage.com,contact@cengage.com,17720151922,8392411042; (800) 354-9706,pattern
653,McGraw Hill,Education / EdTech,Educational Content,New York,NY,4000,$1B+,Adaptive learning AI,$15K-$30K,CTO,www.mheducation.com,4,ALEKS AI platform,onlinecustomer_service@mheducation.com,,11800890072,6645427003; 1129385377,scraped
654,Pearson,Education / EdTech,Educational Content,Hoboken,NJ,20000,$5B+,Student engagement AI,$25K-$50K,Chief Technology Officer,www.pearson.com,5,NYSE listed; global education,info@pearson.com,contact@pearson.com,2047978946,6152023448; 7504858676,pattern
655,2U / edX,Education / EdTech,Online Degree,Lanham,MD,3000,$500M-$1B,Enrollment optimization AI,$10K-$25K,CTO,www.2u.com,4,University partnerships,media@2u.com,,4043175117,1.0298507462; 0164179104,scraped
656,Clever,Education / EdTech,K-12 Platform,San Francisco,CA,200,$25M-$50M,Student data AI,$5K-$15K,Chief Technology Officer,www.clever.com,3,SSO for schools; 100K+ schools,legal@clever.com,,1747799334,1747799336; 17603659363,scraped
657,Schoology (PowerSchool),Education / EdTech,LMS,New York,NY,500,$50M-$100M,Grading automation AI,$8K-$15K,VP of Product,www.schoology.com,3,K-12 LMS platform,info@schoology.com,contact@schoology.com,,,pattern
658,Remind,Education / EdTech,Communication,San Francisco,CA,200,$25M-$50M,Parent engagement AI,$5K-$12K,CTO,www.remind.com,2,School communication app,yuriy@regattamarketing.com,,5009267942,0485071913,scraped
659,ClassDojo,Education / EdTech,Communication,San Francisco,CA,100,$25M-$50M,Student engagement AI,$5K-$12K,Chief Technology Officer,www.classdojo.com,2,K-8 communication platform,security@classdojo.com,,9722843762,17163455637; 8679033926,scraped
660,Brightspace (D2L),Education / EdTech,LMS,Kitchener,ON,1000,$200M-$500M,Grading automation AI,$10K-$20K,CTO,www.d2l.com,3,Higher ed + K-12 LMS,info@d2l.com,contact@d2l.com,1571526139,1024539775; 1012161522,pattern
661,MasterClass,Education / EdTech,Online Learning,San Francisco,CA,500,$200M-$500M,Content recommendation AI,$10K-$20K,Chief Technology Officer,www.masterclass.com,4,Celebrity-taught courses,info@masterclass.com,contact@masterclass.com,14386427697,1273867416; 2360483474,pattern
662,Udemy Business,Education / EdTech,Corporate Learning,San Francisco,CA,1500,$500M-$1B,Learning path AI,$10K-$25K,CTO,www.udemy.com,4,NASDAQ listed; corporate training,u003esuccess@udemy.com,policy@udemy.com; u003epolicy@udemy.com,3131374692,1.0714285714; 6785714285,scraped
663,Pluralsight,Education / EdTech,Tech Learning,Draper,UT,1500,$200M-$500M,Skill assessment AI,$10K-$20K,Chief Technology Officer,www.pluralsight.com,4,Tech skills platform,info@pluralsight.com,contact@pluralsight.com,801-784-9007,9001322718; 7842899024,pattern
664,Skillshare,Education / EdTech,Creative Learning,New York,NY,200,$50M-$100M,Content recommendation AI,$5K-$15K,CTO,www.skillshare.com,3,Creative learning community,help@skillshare.com,legal@skillshare.com; teach@skillshare.com; skillshare@gdpr-rep.com,064-7633531,9890660471; 4888893810,scraped
665,Kahoot!,Education / EdTech,Gamified Learning,Austin,TX,500,$100M-$200M,Student engagement AI,$8K-$15K,Chief Technology Officer,www.kahoot.com,3,Gamified learning platform,info@kahoot.com,contact@kahoot.com,1770117158,1772458166; 1768294250,pattern
666,Litmos (SAP),Education / EdTech,Corporate LMS,San Carlos,CA,300,$50M-$100M,Learning analytics AI,$8K-$15K,VP of Product,www.litmos.com,3,Corporate training LMS,sales@litmos.com,,1749141130,1762382073; 1772204287,scraped
667,Guild Education,Education / EdTech,Employer Education,Denver,CO,2000,$200M-$500M,Enrollment AI,$10K-$25K,CTO,www.guild.com,4,Employer education benefits,info@guild.com,contact@guild.com,802-4429405,7032353550; 1786575424,pattern
668,Handshake,Education / EdTech,Career Platform,San Francisco,CA,800,$100M-$200M,Job matching AI,$8K-$20K,Chief Technology Officer,www.joinhandshake.com,3,College career platform,info@joinhandshake.com,contact@joinhandshake.com,10025704891,7884492219; 504-6109197,pattern
669,Degreed,Education / EdTech,Skills Platform,Pleasanton,CA,500,$50M-$100M,Skill assessment AI,$8K-$15K,CTO,www.degreed.com,3,Workforce upskilling,info@degreed.com,contact@degreed.com,1770982446,1760628528; 1748024604,pattern
670,Niche,Education / EdTech,School Search,Pittsburgh,PA,200,$25M-$50M,Enrollment optimization AI,$5K-$15K,VP of Product,www.niche.com,3,School rankings/reviews,info@niche.com,contact@niche.com,,,pattern
671,GoGuardian,Education / EdTech,K-12 Safety,Los Angeles,CA,500,$100M-$200M,Student safety AI,$8K-$20K,Chief Technology Officer,www.goguardian.com,3,Student safety/engagement,info@goguardian.com,contact@goguardian.com,6090099279,4599774371,pattern
672,Nearpod (Renaissance),Education / EdTech,Interactive Learning,Fort Lauderdale,FL,300,$50M-$100M,Student engagement AI,$5K-$15K,VP of Product,www.nearpod.com,3,Interactive lessons; Renaissance sub,info@nearpod.com,contact@nearpod.com,17715363541,2147483647; 8790969393,pattern
673,Age of Learning,Education / EdTech,Early Learning,Glendale,CA,500,$100M-$200M,Adaptive learning AI,$8K-$15K,CTO,www.ageoflearning.com,3,ABCmouse platform,info@ageoflearning.com,contact@ageoflearning.com,,,pattern
674,IXL Learning,Education / EdTech,K-12 Practice,San Mateo,CA,400,$100M-$200M,Adaptive assessment AI,$8K-$15K,Chief Technology Officer,www.ixl.com,3,K-12 practice platform,support@ixl.com,orders@ixl.com; help@ixl.com; info@ixl.com,10000421977,11685841599; 1459379734,scraped
675,BetterUp,Education / EdTech,Coaching Platform,San Francisco,CA,1000,$200M-$500M,Coaching match AI,$10K-$25K,CTO,www.betterup.com,4,Digital coaching platform,info@betterup.com,contact@betterup.com,7430833206,17718664343; 8623878225,pattern
676,Quizlet,Education / EdTech,Study Tools,San Francisco,CA,300,$100M-$200M,Study recommendation AI,$8K-$15K,Chief Technology Officer,www.quizlet.com,3,AI-powered study tools,info@quizlet.com,contact@quizlet.com,,,pattern
677,Crimson Education,Education / EdTech,College Admissions,New York,NY,3000,$100M-$200M,Application review AI,$8K-$20K,CTO,www.crimsoneducation.org,3,Global admissions consulting,info@crimsoneducation.org,contact@crimsoneducation.org,2147483647,+1 (646) 419-3178; 2633112223,pattern
678,Articulate,Education / EdTech,Course Creation,New York,NY,500,$200M-$500M,Content generation AI,$10K-$20K,Chief Technology Officer,www.articulate.com,4,eLearning authoring tools,sales@articulate.com,,2147483647,17200134901; 9999999999,scraped
679,Docebo,Education / EdTech,Corporate LMS,Athens,GA,900,$200M-$500M,Learning path AI,$10K-$20K,CTO,www.docebo.com,4,NASDAQ listed; AI-powered LMS,info@docebo.com,contact@docebo.com,6242567044,7496969728; 17654629919,pattern
680,Emeritus,Education / EdTech,Exec Education,Boston,MA,2000,$200M-$500M,Enrollment optimization AI,$10K-$25K,Chief Technology Officer,www.emeritus.org,4,University partnership platform,info@emeritus.org,contact@emeritus.org,9999999999,1694421536; 9999999998,pattern
681,Banfield Pet Hospital,Veterinary / Pet Services,General Vet,Vancouver,WA,16000,$1B+,Appointment scheduling AI,$20K-$40K,Chief Technology Officer,www.banfield.com,5,Mars subsidiary; 1000 hospitals,cst.inbox@banfield.com,banfieldcares@banfield.com; home.delivery@banfield.com; wellnessplanteam@banfield.com,5869249213,6390807702; 2019031319,scraped
682,VCA Animal Hospitals,Veterinary / Pet Services,General Vet,Los Angeles,CA,25000,$1B+,Pet health records AI,$25K-$50K,CTO,www.vcahospitals.com,5,Mars subsidiary; 900+ hospitals,mediarelations@vca.com,,1126933456,1134281396; 8015202062,scraped
683,BluePearl Pet Hospital,Veterinary / Pet Services,Specialty/Emergency,Tampa,FL,7000,$500M-$1B,Follow-up automation AI,$15K-$30K,VP of Technology,www.bluepearlvet.com,4,Mars subsidiary; 100+ hospitals,info@bluepearlvet.com,info.birmingham@bluepearlvet.com; info.avondale@bluepearlvet.com; info.peoria@bluepearlvet.com,4497422680,5502577319; 2576019763,pattern
684,VetCor,Veterinary / Pet Services,General Vet,Norfolk,VA,8000,$500M-$1B,Appointment scheduling AI,$15K-$30K,Director of Technology,www.vetcor.com,4,800+ practices,info@vetcor.com,contact@vetcor.com,4451217627,,pattern
685,National Veterinary Associates,Veterinary / Pet Services,Multi-Specialty,Agoura Hills,CA,10000,$1B+,Pet records AI,$20K-$40K,Chief Technology Officer,www.nva.com,5,JAB Investors backed,info@nva.com,contact@nva.com,0699286723,8439762859,pattern
686,Thrive Pet Healthcare,Veterinary / Pet Services,General Vet,Austin,TX,6000,$500M-$1B,Follow-up automation,$10K-$25K,CTO,www.thrivepetcare.com,4,Petco partnership history,info@thrivepetcare.com,contact@thrivepetcare.com,,,pattern
687,MedVet,Veterinary / Pet Services,Specialty/Emergency,Columbus,OH,3000,$200M-$500M,Appointment scheduling AI,$10K-$25K,VP of Technology,www.medvet.com,4,Vet-owned; specialty focus,info@medvet.com,contact@medvet.com,1771252361,099934-1024; 330.665.4996,pattern
688,Pathway Vet Alliance,Veterinary / Pet Services,General Vet,Austin,TX,4000,$200M-$500M,Pet health records AI,$10K-$20K,Director of IT,www.pathwayvetalliance.com,3,TSG Consumer Partners backed,info@pathwayvetalliance.com,contact@pathwayvetalliance.com,,,pattern
689,Ethos Veterinary Health,Veterinary / Pet Services,Specialty,Woburn,MA,5000,$500M-$1B,Clinical AI support,$15K-$30K,Chief Technology Officer,www.ethosvet.com,4,NVA subsidiary; specialty focus,info@ethosvet.com,contact@ethosvet.com,3333333333,7333333333; 17545991332,pattern
690,PetVet Care Centers,Veterinary / Pet Services,General Vet,Westport,CT,6000,$500M-$1B,Scheduling automation AI,$10K-$25K,VP of Technology,www.petvetcarecenters.com,4,KKR backed; 450+ hospitals,info@petvetcarecenters.com,contact@petvetcarecenters.com,,,pattern
691,Destination Pet,Veterinary / Pet Services,Full-Service Pet,Highlands Ranch,CO,3000,$100M-$200M,Follow-up automation,$8K-$20K,Director of Technology,www.destinationpet.com,3,Vet + boarding + grooming,info@destpet.com,,8648119795,9945254849; 17321715058,scraped
692,VIP Petcare,Veterinary / Pet Services,Affordable Vet,Windsor,CA,1000,$50M-$100M,Appointment scheduling AI,$5K-$15K,VP of Operations,www.vippetcare.com,3,Retail-based vet clinics,info@vippetcare.com,contact@vippetcare.com,18004277973,12066101535; 1771958891,pattern
693,Southern Veterinary Partners,Veterinary / Pet Services,General Vet,Birmingham,AL,5000,$500M-$1B,Pet records AI,$10K-$25K,Chief Technology Officer,www.southernvetpartners.com,4,SE focused; 400+ hospitals,info@southernvetpartners.com,contact@southernvetpartners.com,,,pattern
694,Heart + Paw,Veterinary / Pet Services,Full-Service Pet,Newtown Square,PA,1000,$50M-$100M,Customer engagement AI,$5K-$15K,CTO,www.heartandpaw.com,3,Vet + grooming + daycare,info@heartandpaw.com,contact@heartandpaw.com,1718205888,1772479826; 2022012003,pattern
695,PetSuites,Veterinary / Pet Services,Boarding/Daycare,Delaware,OH,500,$25M-$50M,Scheduling AI,$5K-$12K,Director of Operations,www.petsuites.com,2,NVA subsidiary,info@petsuites.com,contact@petsuites.com,1772480230,1772480231,pattern
696,Camp Bow Wow,Veterinary / Pet Services,Dog Daycare,Broomfield,CO,3000,$100M-$200M,Follow-up automation,$5K-$15K,VP of Technology,www.campbowwow.com,3,200+ franchise locations,example@domain.com,,0724147139,0791366906; 2603011907,scraped
697,Dogtopia,Veterinary / Pet Services,Dog Daycare,Phoenix,AZ,2500,$50M-$100M,Scheduling AI,$5K-$15K,Director of Technology,www.dogtopia.com,3,200+ franchise locations,support@dogtopia.com,8thave@dogtopia.com; ahwatukee@dogtopia.com; albuquerquewest@dogtopia.com,8192720419,11826359914; 8938762415,scraped
698,PetSmart (Vetco),Veterinary / Pet Services,Retail Vet,Phoenix,AZ,55000,$5B+,Appointment scheduling AI,$25K-$50K,Chief Technology Officer,www.petsmart.com,5,1650+ retail stores,info@petsmart.com,contact@petsmart.com,,,pattern
699,Petco,Veterinary / Pet Services,Retail/Vet,San Diego,CA,28000,$5B+,Pet health AI,$25K-$50K,CTO,www.petco.com,5,NASDAQ listed; 1500+ locations,info@petco.com,contact@petco.com,,,pattern
700,Fuzzy Pet Health,Veterinary / Pet Services,Telehealth Vet,San Francisco,CA,100,$10M-$25M,Virtual triage AI,$5K-$12K,Chief Technology Officer,www.fuzzy.com,3,Digital-first vet care,info@fuzzy.com,contact@fuzzy.com,,,pattern
701,Vetster,Veterinary / Pet Services,Vet Telehealth,Toronto,ON,100,$10M-$25M,Appointment scheduling AI,$5K-$12K,CTO,www.vetster.com,3,Online vet appointment platform,support@vetster.com,,1551831515,4862359289; +18446190123,scraped
702,Dutch Pet,Veterinary / Pet Services,Vet Telehealth,New York,NY,50,$5M-$10M,Follow-up automation AI,$5K-$10K,Director of Technology,www.dutch.com,2,DTC pet telehealth,care@dutch.com,u003ecare@dutch.com,4418720661,4815785515; 6685676673,scraped
