ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source,DM_Name,DM_Professional_Email,DM_Email_Patterns,DM_LinkedIn_Search,LinkedIn_Company,LinkedIn_People_Found,Twitter,Facebook,Instagram,YouTube,Name_Source,DM_Google_Search
661,MasterClass,Education / EdTech,Online Learning,San Francisco,CA,500,$200M-$500M,Content recommendation AI,$10K-$20K,Chief Technology Officer,www.masterclass.com,4,Celebrity-taught courses,info@masterclass.com,contact@masterclass.com,(438) 642-7697,(127) 386-7416; (236) 048-3474,pattern,,,[first].[last]@masterclass.com; [f][last]@masterclass.com; [first]@masterclass.com; [first][last]@masterclass.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22MasterClass%22,http://www.linkedin.com/company/masterclassinc,,https://twitter.com/masterclass,https://www.facebook.com/MasterClassOfficial/,https://www.instagram.com/masterclass/,https://www.youtube.com/c/masterclass,,https://www.google.com/search?q=MasterClass+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
662,Udemy Business,Education / EdTech,Corporate Learning,San Francisco,CA,1500,$500M-$1B,Learning path AI,$10K-$25K,CTO,www.udemy.com,4,NASDAQ listed; corporate training,u003esuccess@udemy.com,policy@udemy.com; u003epolicy@udemy.com,(313) 137-4692,(071) 428-5714; (678) 571-4285,scraped,,,[first].[last]@udemy.com; [f][last]@udemy.com; [first]@udemy.com; [first][last]@udemy.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Udemy+Business%22,,,,,,,,https://www.google.com/search?q=Udemy+Business+%22CTO%22+site%3Alinkedin.com%2Fin
663,Pluralsight,Education / EdTech,Tech Learning,Draper,UT,1500,$200M-$500M,Skill assessment AI,$10K-$20K,Chief Technology Officer,www.pluralsight.com,4,Tech skills platform,info@pluralsight.com,contact@pluralsight.com,(801) 784-9007,(900) 132-2718; (784) 289-9024,pattern,,,[first].[last]@pluralsight.com; [f][last]@pluralsight.com; [first]@pluralsight.com; [first][last]@pluralsight.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Pluralsight%22,https://www.linkedin.com/company/pluralsight/,,https://x.com/pluralsight,https://www.facebook.com/pluralsight,https://www.instagram.com/pluralsight,https://www.youtube.com/@pluralsight,,https://www.google.com/search?q=Pluralsight+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
664,Skillshare,Education / EdTech,Creative Learning,New York,NY,200,$50M-$100M,Content recommendation AI,$5K-$15K,CTO,www.skillshare.com,3,Creative learning community,help@skillshare.com,legal@skillshare.com; teach@skillshare.com; skillshare@gdpr-rep.com,(064) 763-3531,(989) 066-0471; (488) 889-3810,scraped,,,[first].[last]@skillshare.com; [f][last]@skillshare.com; [first]@skillshare.com; [first][last]@skillshare.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Skillshare%22,https://www.linkedin.com/company/skillshare-com/,,https://twitter.com/skillshare,https://facebook.com/skillshare,https://www.instagram.com/skillshare/,,,https://www.google.com/search?q=Skillshare+%22CTO%22+site%3Alinkedin.com%2Fin
665,Kahoot!,Education / EdTech,Gamified Learning,Austin,TX,500,$100M-$200M,Student engagement AI,$8K-$15K,Chief Technology Officer,www.kahoot.com,3,Gamified learning platform,info@kahoot.com,contact@kahoot.com,(177) 011-7158,(175) 932-6401; (176) 829-4250,pattern,,,[first].[last]@kahoot.com; [f][last]@kahoot.com; [first]@kahoot.com; [first][last]@kahoot.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Kahoot%21%22,https://www.linkedin.com/company/kahoot/,https://www.linkedin.com/in/charlotte-kristiansen/; https://www.linkedin.com/in/nana-bule/; https://www.linkedin.com/in/gavin-patterson-19b9865b/,https://twitter.com/kahoot,https://www.facebook.com/getkahoot,https://www.instagram.com/kahoot/,,,https://www.google.com/search?q=Kahoot%21+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
666,Litmos (SAP),Education / EdTech,Corporate LMS,San Carlos,CA,300,$50M-$100M,Learning analytics AI,$8K-$15K,VP of Product,www.litmos.com,3,Corporate training LMS,sales@litmos.com,,(174) 914-1130,(176) 238-2073; (177) 220-4287,scraped,,,[first].[last]@litmos.com; [f][last]@litmos.com; [first]@litmos.com; [first][last]@litmos.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Product%22+%22Litmos+%28SAP%29%22,https://www.linkedin.com/company/litmos,https://www.linkedin.com/in/ericjvermillion/; https://www.linkedin.com/in/tara-baker-079016a/; https://www.linkedin.com/in/briansobus/,https://x.com/litmos,https://www.facebook.com/Litmos,https://www.instagram.com/litmoslms/,,,https://www.google.com/search?q=Litmos+%28SAP%29+%22VP+of+Product%22+site%3Alinkedin.com%2Fin
667,Guild Education,Education / EdTech,Employer Education,Denver,CO,2000,$200M-$500M,Enrollment AI,$10K-$25K,CTO,www.guild.com,4,Employer education benefits,info@guild.com,contact@guild.com,(802) 442-9405,(703) 235-3550; (178) 657-5424,pattern,,,[first].[last]@guild.com; [f][last]@guild.com; [first]@guild.com; [first][last]@guild.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Guild+Education%22,https://www.linkedin.com/company/guildeducation/,,https://twitter.com/GuildEducation,https://www.facebook.com/GuildEducation/,https://www.instagram.com/guildeducation/,,,https://www.google.com/search?q=Guild+Education+%22CTO%22+site%3Alinkedin.com%2Fin
668,Handshake,Education / EdTech,Career Platform,San Francisco,CA,800,$100M-$200M,Job matching AI,$8K-$20K,Chief Technology Officer,www.joinhandshake.com,3,College career platform,info@joinhandshake.com,contact@joinhandshake.com,(002) 570-4891,(788) 449-2219; (504) 610-9197,pattern,,,[first].[last]@joinhandshake.com; [f][last]@joinhandshake.com; [first]@joinhandshake.com; [first][last]@joinhandshake.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Handshake%22,https://www.linkedin.com/company/team-handshake,,https://twitter.com/joinhandshake,https://www.facebook.com/joinhandshake,https://www.instagram.com/joinhandshake,,,https://www.google.com/search?q=Handshake+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
669,Degreed,Education / EdTech,Skills Platform,Pleasanton,CA,500,$50M-$100M,Skill assessment AI,$8K-$15K,CTO,www.degreed.com,3,Workforce upskilling,info@degreed.com,contact@degreed.com,(177) 098-2446,(176) 062-8528; (174) 802-4604,pattern,,,[first].[last]@degreed.com; [f][last]@degreed.com; [first]@degreed.com; [first][last]@degreed.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Degreed%22,https://www.linkedin.com/company/degreed/,,https://x.com/degreed,https://www.facebook.com/DegreedOfficial,https://www.instagram.com/degreed/,https://www.youtube.com/channel/UCkH3pyPKVngvsZzZlmoH-Mw,,https://www.google.com/search?q=Degreed+%22CTO%22+site%3Alinkedin.com%2Fin
670,Niche,Education / EdTech,School Search,Pittsburgh,PA,200,$25M-$50M,Enrollment optimization AI,$5K-$15K,VP of Product,www.niche.com,3,School rankings/reviews,info@niche.com,contact@niche.com,,,pattern,,,[first].[last]@niche.com; [f][last]@niche.com; [first]@niche.com; [first][last]@niche.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Product%22+%22Niche%22,,,,,,,,https://www.google.com/search?q=Niche+%22VP+of+Product%22+site%3Alinkedin.com%2Fin
671,GoGuardian,Education / EdTech,K-12 Safety,Los Angeles,CA,500,$100M-$200M,Student safety AI,$8K-$20K,Chief Technology Officer,www.goguardian.com,3,Student safety/engagement,info@goguardian.com,contact@goguardian.com,(609) 009-9279,(459) 977-4371,pattern,,,[first].[last]@goguardian.com; [f][last]@goguardian.com; [first]@goguardian.com; [first][last]@goguardian.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22GoGuardian%22,https://www.linkedin.com/company/goguardian,,,https://www.facebook.com/goguardian/,https://www.instagram.com/goguardian/,,,https://www.google.com/search?q=GoGuardian+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
672,Nearpod (Renaissance),Education / EdTech,Interactive Learning,Fort Lauderdale,FL,300,$50M-$100M,Student engagement AI,$5K-$15K,VP of Product,www.nearpod.com,3,Interactive lessons; Renaissance sub,info@nearpod.com,contact@nearpod.com,(771) 536-3541,(362) 127-2222,pattern,,,[first].[last]@nearpod.com; [f][last]@nearpod.com; [first]@nearpod.com; [first][last]@nearpod.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Product%22+%22Nearpod+%28Renaissance%29%22,https://www.linkedin.com/company/renaissance-learning/,,https://www.twitter.com/nearpod,https://www.facebook.com/nearpod,https://www.instagram.com/nearpod/,,,https://www.google.com/search?q=Nearpod+%28Renaissance%29+%22VP+of+Product%22+site%3Alinkedin.com%2Fin
673,Age of Learning,Education / EdTech,Early Learning,Glendale,CA,500,$100M-$200M,Adaptive learning AI,$8K-$15K,CTO,www.ageoflearning.com,3,ABCmouse platform,info@ageoflearning.com,contact@ageoflearning.com,,,pattern,,,[first].[last]@ageoflearning.com; [f][last]@ageoflearning.com; [first]@ageoflearning.com; [first][last]@ageoflearning.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Age+of+Learning%22,,,,,,,,https://www.google.com/search?q=Age+of+Learning+%22CTO%22+site%3Alinkedin.com%2Fin
674,IXL Learning,Education / EdTech,K-12 Practice,San Mateo,CA,400,$100M-$200M,Adaptive assessment AI,$8K-$15K,Chief Technology Officer,www.ixl.com,3,K-12 practice platform,support@ixl.com,orders@ixl.com; help@ixl.com; info@ixl.com,(000) 042-1977,(168) 584-1599; (145) 937-9734,scraped,,,[first].[last]@ixl.com; [f][last]@ixl.com; [first]@ixl.com; [first][last]@ixl.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22IXL+Learning%22,,,https://x.com/IXLLearning,https://www.facebook.com/IXL,https://www.instagram.com/ixl/,,,https://www.google.com/search?q=IXL+Learning+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
675,BetterUp,Education / EdTech,Coaching Platform,San Francisco,CA,1000,$200M-$500M,Coaching match AI,$10K-$25K,CTO,www.betterup.com,4,Digital coaching platform,info@betterup.com,contact@betterup.com,(743) 083-3206,(771) 866-4343; (862) 387-8225,pattern,,,[first].[last]@betterup.com; [f][last]@betterup.com; [first]@betterup.com; [first][last]@betterup.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22BetterUp%22,https://www.linkedin.com/company/betterup/,,https://twitter.com/betterup,https://www.facebook.com/betterupco,https://www.instagram.com/betterup/,https://www.youtube.com/@BetterUp,,https://www.google.com/search?q=BetterUp+%22CTO%22+site%3Alinkedin.com%2Fin
676,Quizlet,Education / EdTech,Study Tools,San Francisco,CA,300,$100M-$200M,Study recommendation AI,$8K-$15K,Chief Technology Officer,www.quizlet.com,3,AI-powered study tools,info@quizlet.com,contact@quizlet.com,,,pattern,,,[first].[last]@quizlet.com; [f][last]@quizlet.com; [first]@quizlet.com; [first][last]@quizlet.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Quizlet%22,,,,,,,,https://www.google.com/search?q=Quizlet+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
677,Crimson Education,Education / EdTech,College Admissions,New York,NY,3000,$100M-$200M,Application review AI,$8K-$20K,CTO,www.crimsoneducation.org,3,Global admissions consulting,info@crimsoneducation.org,contact@crimsoneducation.org,,(646) 419-3178; (263) 311-2223,pattern,,,[first].[last]@crimsoneducation.org; [f][last]@crimsoneducation.org; [first]@crimsoneducation.org; [first][last]@crimsoneducation.org,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Crimson+Education%22,https://www.linkedin.com/company/crimsoneducation/,https://www.linkedin.com/in/deverydoran/; https://www.linkedin.com/in/yanlinmohabir/; https://www.linkedin.com/in/danacrum/,https://x.com/crimsonedu,https://www.facebook.com/crimsoneducation.org,https://www.instagram.com/crimsoneducation/,https://www.youtube.com/@CrimsonEducation,,https://www.google.com/search?q=Crimson+Education+%22CTO%22+site%3Alinkedin.com%2Fin
678,Articulate,Education / EdTech,Course Creation,New York,NY,500,$200M-$500M,Content generation AI,$10K-$20K,Chief Technology Officer,www.articulate.com,4,eLearning authoring tools,sales@articulate.com,,,(720) 013-4901; (245) 862-7916,scraped,,,[first].[last]@articulate.com; [f][last]@articulate.com; [first]@articulate.com; [first][last]@articulate.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Articulate%22,https://www.linkedin.com/company/articulate,,https://x.com/Articulate,https://www.facebook.com/Articulate,,,,https://www.google.com/search?q=Articulate+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
679,Docebo,Education / EdTech,Corporate LMS,Athens,GA,900,$200M-$500M,Learning path AI,$10K-$20K,CTO,www.docebo.com,4,NASDAQ listed; AI-powered LMS,info@docebo.com,contact@docebo.com,(624) 256-7044,(749) 696-9728; (765) 462-9919,pattern,,,[first].[last]@docebo.com; [f][last]@docebo.com; [first]@docebo.com; [first][last]@docebo.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Docebo%22,https://www.linkedin.com/company/docebo/,,,https://www.facebook.com/Docebo/,,https://www.youtube.com/@DoceboLMS,,https://www.google.com/search?q=Docebo+%22CTO%22+site%3Alinkedin.com%2Fin
680,Emeritus,Education / EdTech,Exec Education,Boston,MA,2000,$200M-$500M,Enrollment optimization AI,$10K-$25K,Chief Technology Officer,www.emeritus.org,4,University partnership platform,info@emeritus.org,contact@emeritus.org,,(169) 442-1536; (999) 999-9998,pattern,,,[first].[last]@emeritus.org; [f][last]@emeritus.org; [first]@emeritus.org; [first][last]@emeritus.org,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Emeritus%22,,https://www.linkedin.com/in/ashley-chiampo-7755175/; https://www.linkedin.com/in/kalipatnapu; https://www.linkedin.com/in/lisa-haueisen-rohrer/,https://x.com/EMERITUS_INST,https://www.facebook.com/EMERITUS.INST/,https://www.instagram.com/emeritus_ed/,https://www.youtube.com/c/EMERITUS/,,https://www.google.com/search?q=Emeritus+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
681,Banfield Pet Hospital,Veterinary / Pet Services,General Vet,Vancouver,WA,16000,$1B+,Appointment scheduling AI,$20K-$40K,Chief Technology Officer,www.banfield.com,5,Mars subsidiary; 1000 hospitals,cst.inbox@banfield.com,banfieldcares@banfield.com; home.delivery@banfield.com; wellnessplanteam@banfield.com,(586) 924-9213,(639) 080-0060; (201) 903-1319,scraped,,,[first].[last]@banfield.com; [f][last]@banfield.com; [first]@banfield.com; [first][last]@banfield.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Banfield+Pet+Hospital%22,https://www.linkedin.com/company/banfield-pet-hospital/,,https://twitter.com/Banfield,https://www.facebook.com/BanfieldPetHospital,https://instagram.com/banfieldpethospital,https://www.youtube.com/channel/UCFGDl6vnQ-lB6FhJmxT-Dxw,,https://www.google.com/search?q=Banfield+Pet+Hospital+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
682,VCA Animal Hospitals,Veterinary / Pet Services,General Vet,Los Angeles,CA,25000,$1B+,Pet health records AI,$25K-$50K,CTO,www.vcahospitals.com,5,Mars subsidiary; 900+ hospitals,mediarelations@vca.com,,(112) 693-3456,(113) 428-1396; (801) 520-2062,scraped,,,[first].[last]@vcahospitals.com; [f][last]@vcahospitals.com; [first]@vcahospitals.com; [first][last]@vcahospitals.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22VCA+Animal+Hospitals%22,https://www.linkedin.com/company/vcaanimalhospitals,,,https://www.facebook.com/VCAAnimalHospitals,https://www.instagram.com/vca,,,https://www.google.com/search?q=VCA+Animal+Hospitals+%22CTO%22+site%3Alinkedin.com%2Fin
683,BluePearl Pet Hospital,Veterinary / Pet Services,Specialty/Emergency,Tampa,FL,7000,$500M-$1B,Follow-up automation AI,$15K-$30K,VP of Technology,www.bluepearlvet.com,4,Mars subsidiary; 100+ hospitals,info@bluepearlvet.com,info.birmingham@bluepearlvet.com; info.avondale@bluepearlvet.com; info.peoria@bluepearlvet.com,(449) 742-2680,(550) 257-7319; (272) 931-0989,pattern,,,[first].[last]@bluepearlvet.com; [f][last]@bluepearlvet.com; [first]@bluepearlvet.com; [first][last]@bluepearlvet.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22BluePearl+Pet+Hospital%22,https://www.linkedin.com/company/bluepearl-veterinary-partners/,,https://twitter.com/bluepearlvet,https://www.facebook.com/BluePearlPetHospital/,https://www.instagram.com/bluepearlvet/,https://www.youtube.com/channel/UCEbUAjeS1Dt54jpZ2FJlbRg,,https://www.google.com/search?q=BluePearl+Pet+Hospital+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
684,VetCor,Veterinary / Pet Services,General Vet,Norfolk,VA,8000,$500M-$1B,Appointment scheduling AI,$15K-$30K,Director of Technology,www.vetcor.com,4,800+ practices,info@vetcor.com,contact@vetcor.com,(089) 584-5411,,pattern,,,[first].[last]@vetcor.com; [f][last]@vetcor.com; [first]@vetcor.com; [first][last]@vetcor.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22VetCor%22,https://www.linkedin.com/company/vetcor,,https://twitter.com/VetCorPractices,https://www.facebook.com/VetCor,https://www.instagram.com/vetcor/,,,https://www.google.com/search?q=VetCor+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
685,National Veterinary Associates,Veterinary / Pet Services,Multi-Specialty,Agoura Hills,CA,10000,$1B+,Pet records AI,$20K-$40K,Chief Technology Officer,www.nva.com,5,JAB Investors backed,info@nva.com,contact@nva.com,(069) 928-6723,(843) 976-2859,pattern,,,[first].[last]@nva.com; [f][last]@nva.com; [first]@nva.com; [first][last]@nva.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22National+Veterinary+Associates%22,https://www.linkedin.com/company/national-veterinary-associates-nva/,,,,,,,https://www.google.com/search?q=National+Veterinary+Associates+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
686,Thrive Pet Healthcare,Veterinary / Pet Services,General Vet,Austin,TX,6000,$500M-$1B,Follow-up automation,$10K-$25K,CTO,www.thrivepetcare.com,4,Petco partnership history,info@thrivepetcare.com,contact@thrivepetcare.com,,,pattern,,,[first].[last]@thrivepetcare.com; [f][last]@thrivepetcare.com; [first]@thrivepetcare.com; [first][last]@thrivepetcare.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Thrive+Pet+Healthcare%22,,,,,,,,https://www.google.com/search?q=Thrive+Pet+Healthcare+%22CTO%22+site%3Alinkedin.com%2Fin
